Date,DRD,File,Status
1973_06,LANDSAT1_MSS_19730623.120000,/Level-2/LANDSAT1/1973_06/LANDSAT1_MSS_19730623.120000/234_072_0/2_BC_UTM_WGS84/LANDSAT_1_MSS_19730623_234_072_L2_BAND4.tif.zip,too small
1973_08,LANDSAT1_MSS_19730811.120000,/Level-2/LANDSAT1/1973_08/LANDSAT1_MSS_19730811.120000/247_068_0/2_BC_UTM_WGS84/LANDSAT_1_MSS_19730811_247_068_L2_BAND6.tif.zip,too small
1973_10,LANDSAT1_MSS_19731018.120000,/Level-2/LANDSAT1/1973_10/LANDSAT1_MSS_19731018.120000/243_058_0/2_BC_UTM_WGS84/LANDSAT_1_MSS_19731018_243_058_L2_BAND4.tif.zip,`/tmp/LANDSAT_1_MSS_19731018_243_058_L2_BAND4.tif' not recognized as a supported file format.
1973_12,LANDSAT1_MSS_19731212.120000,/Level-2/LANDSAT1/1973_12/LANDSAT1_MSS_19731212.120000/244_072_0/2_BC_UTM_WGS84/LANDSAT_1_MSS_19731212_244_072_L2_BAND6.tif.zip,too small
1975_08,LANDSAT1_MSS_19750822.130000,/Level-2/LANDSAT1/1975_08/LANDSAT1_MSS_19750822.130000/250_075_0/2_BC_UTM_WGS84/LANDSAT_1_MSS_19750822_250_075_L2_BAND7.tif.zip,TIFFReadDirectory:Failed to read directory at offset 7462884
